Number,Short description,Assignment Group,Ticket Type,First Assignment Group,Additional comments (end-user view),Work notes (internal view)
INC0010378,Scheduled report delayed,Access Management Team,Incident,Consumer Service,"04-07-2026 01:41:52 - Helena Ruiz (Additional comments (end-user view))
This has failed again. I am furious - the instance upgrade is critical and this is the worst support I've received.

03-07-2026 19:11:52 - Helena Ruiz (Additional comments (end-user view))
This is unacceptable - the instance upgrade has failed again and I've been waiting for days.","04-07-2026 02:02:52 - Emily Carter (Work notes (internal view))
Critical issue with the instance upgrade still unresolved after repeated escalation. SLA breached.

03-07-2026 21:59:52 - Emily Carter (Work notes (internal view))
Ticket was reassigned twice due to unclear ownership of the instance upgrade. Escalating internally.

03-07-2026 19:48:52 - Emily Carter (Work notes (internal view))
Picked up this ticket. Starting investigation into the instance upgrade."
INC0010379,Booking screen unresponsive,Access Management Team,Service Request,Access Management Team,"28-08-2026 02:17:52 - Owen Blake (Additional comments (end-user view))
Okay, please keep me posted on the network latency.

27-08-2026 21:11:52 - Owen Blake (Additional comments (end-user view))
Hello, I'm having an issue with the network latency. Please advise.","28-08-2026 02:33:52 - Omar Siddiqui (Work notes (internal view))
Update applied for the network latency. Awaiting user confirmation before closing.

28-08-2026 00:27:52 - Omar Siddiqui (Work notes (internal view))
Gathering more details on the network latency before proceeding.

27-08-2026 21:45:52 - Omar Siddiqui (Work notes (internal view))
Acknowledged the request. Reviewing the network latency now and will update shortly."
INC0010380,User locked out of application,Core Banking L3,Defect,Core Banking L3,"24-07-2026 13:42:52 - Marcus Webb (Additional comments (end-user view))
Understood, following up again if there's no update soon.

24-07-2026 10:11:52 - Marcus Webb (Additional comments (end-user view))
Hi team, requesting assistance with the account password policy.","24-07-2026 15:15:52 - Chloe Martin (Work notes (internal view))
Change implemented for the account password policy. Monitoring for 24 hours before closure.

24-07-2026 12:04:52 - Chloe Martin (Work notes (internal view))
Investigation in progress on the account password policy. Will provide an update within SLA.

24-07-2026 10:27:52 - Chloe Martin (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the account password policy."
INC0010381,VaR report incorrect,Core Banking L3,Service Request,Core Banking L3,"19-08-2026 03:16:52 - Sara Ibrahim (Additional comments (end-user view))
Okay, please keep me posted on the laptop connectivity issue.

18-08-2026 22:11:52 - Sara Ibrahim (Additional comments (end-user view))
Good day, raising this ticket regarding the laptop connectivity issue.","19-08-2026 04:44:52 - Nadia Rahman (Work notes (internal view))
Update applied for the laptop connectivity issue. Awaiting user confirmation before closing.

19-08-2026 00:51:52 - Nadia Rahman (Work notes (internal view))
Gathering more details on the laptop connectivity issue before proceeding.

18-08-2026 22:39:52 - Nadia Rahman (Work notes (internal view))
Picked up this ticket. Starting investigation into the laptop connectivity issue."
INC0010382,Recon job failed overnight,Access Management Team,Service Request,Access Management Team,"18-07-2026 10:11:52 - Nadia Farouk (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the software license renewal needs to be fixed today.

18-07-2026 06:11:52 - Nadia Farouk (Additional comments (end-user view))
Hello, the software license renewal has been broken for a while now and it's slowing my whole team down.","18-07-2026 12:08:52 - Noah Williams (Work notes (internal view))
Fix for the software license renewal delayed again due to a failed deployment. Apologized to user for the poor experience.

18-07-2026 08:51:52 - Noah Williams (Work notes (internal view))
Issue with the software license renewal is more complex than expected; still working on it.

18-07-2026 06:31:52 - Noah Williams (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the software license renewal."
INC0010383,Report export returns blank file,Risk & Compliance Ops,Incident,Risk & Compliance Ops,"10-07-2026 17:25:52 - Helena Ruiz (Additional comments (end-user view))
Confirmed fixed on my end - excellent and fast service, thanks team!

10-07-2026 13:11:52 - Helena Ruiz (Additional comments (end-user view))
Hi team, quick question about the instance upgrade - hoping for a fast turnaround.","10-07-2026 18:51:52 - Kenji Watanabe (Work notes (internal view))
Resolved. Applied fix for the instance upgrade and confirmed working with the end user. Closing ticket.

10-07-2026 15:39:52 - Kenji Watanabe (Work notes (internal view))
Found a straightforward fix for the instance upgrade. Deploying shortly.

10-07-2026 13:49:52 - Kenji Watanabe (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the instance upgrade."
INC0010384,Mismatch in trade recon,L1 Service Desk,Incident,L1 Service Desk,"23-08-2026 20:20:52 - Marcus Webb (Additional comments (end-user view))
Confirmed fixed on my end - excellent and fast service, thanks team!

23-08-2026 15:11:52 - Marcus Webb (Additional comments (end-user view))
Hello, I need help with the password reset request. Not urgent, just checking in.","23-08-2026 21:08:52 - Emily Carter (Work notes (internal view))
Fix deployed and verified for the password reset request. User confirmed satisfied. Marking resolved.

23-08-2026 16:40:52 - Emily Carter (Work notes (internal view))
Found a straightforward fix for the password reset request. Deploying shortly.

23-08-2026 15:46:52 - Emily Carter (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the password reset request."
INC0010385,VaR report incorrect,L1 Service Desk,Defect,Software Support,"26-07-2026 00:41:52 - Sara Ibrahim (Additional comments (end-user view))
This has failed again. I am furious - the email service outage is critical and this is the worst support I've received.

25-07-2026 20:11:52 - Sara Ibrahim (Additional comments (end-user view))
I'm extremely frustrated. the email service outage is still broken and nobody has responded. Please escalate.","26-07-2026 02:09:52 - Noah Williams (Work notes (internal view))
Multiple failed attempts to resolve the email service outage. User is angry and has requested management escalation.

25-07-2026 21:18:52 - Noah Williams (Work notes (internal view))
Repeated attempts to resolve the email service outage have failed. Escalating to L3 / senior engineer.

25-07-2026 20:17:52 - Noah Williams (Work notes (internal view))
Picked up this ticket. Starting investigation into the email service outage."
INC0010386,Recon job failed overnight,L1 Service Desk,Incident,L1 Service Desk,"09-08-2026 21:15:52 - Sara Ibrahim (Additional comments (end-user view))
Okay, please keep me posted on the software license renewal.

09-08-2026 16:11:52 - Sara Ibrahim (Additional comments (end-user view))
Hi team, requesting assistance with the software license renewal.","09-08-2026 21:51:52 - Omar Siddiqui (Work notes (internal view))
Change implemented for the software license renewal. Monitoring for 24 hours before closure.

09-08-2026 18:04:52 - Omar Siddiqui (Work notes (internal view))
Gathering more details on the software license renewal before proceeding.

09-08-2026 16:21:52 - Omar Siddiqui (Work notes (internal view))
Picked up this ticket. Starting investigation into the software license renewal."
INC0010387,Settlement instruction failed,Trade Support L2,Incident,Trade Support L2,"20-07-2026 21:45:52 - Marcus Webb (Additional comments (end-user view))
Understood, following up again if there's no update soon.

20-07-2026 18:11:52 - Marcus Webb (Additional comments (end-user view))
Hello, I'm having an issue with the router configuration. Please advise.","20-07-2026 23:30:52 - Daniel Cho (Work notes (internal view))
Change implemented for the router configuration. Monitoring for 24 hours before closure.

20-07-2026 19:54:52 - Daniel Cho (Work notes (internal view))
Gathering more details on the router configuration before proceeding.

20-07-2026 18:26:52 - Daniel Cho (Work notes (internal view))
Picked up this ticket. Starting investigation into the router configuration."
INC0010388,Duplicate payment flagged,Trade Support L2,Service Request,Trade Support L2,"20-07-2026 05:21:52 - Nadia Farouk (Additional comments (end-user view))
That worked perfectly, thank you so much! Really appreciate the quick and professional help.

20-07-2026 01:11:52 - Nadia Farouk (Additional comments (end-user view))
Hello, I need help with the instance upgrade. Not urgent, just checking in.","20-07-2026 05:52:52 - Maria Silva (Work notes (internal view))
Resolved. Applied fix for the instance upgrade and confirmed working with the end user. Closing ticket.

20-07-2026 04:04:52 - Maria Silva (Work notes (internal view))
Root cause identified quickly. Applying the fix for the instance upgrade now.

20-07-2026 01:49:52 - Maria Silva (Work notes (internal view))
Picked up this ticket. Starting investigation into the instance upgrade."
INC0010389,Role permissions incorrect,Core Banking L3,Defect,Core Banking L3,"30-06-2026 16:08:52 - David Kim (Additional comments (end-user view))
I'm still not happy - the router configuration is still broken and I've been ignored for too long.

30-06-2026 14:11:52 - David Kim (Additional comments (end-user view))
Hi, this is the second time I'm reporting the router configuration. It's really frustrating.","30-06-2026 17:33:52 - Carlos Mendes (Work notes (internal view))
Fix for the router configuration delayed again due to a failed deployment. Apologized to user for the poor experience.

30-06-2026 15:22:52 - Carlos Mendes (Work notes (internal view))
Investigation delayed due to dependency on another team for the router configuration.

30-06-2026 14:26:52 - Carlos Mendes (Work notes (internal view))
Picked up this ticket. Starting investigation into the router configuration."
